315.0,46.0,161.0,82.0,40.0,3.0,68.0,113.0,88.0,11.0,15.0,29.0,64.0,8.0,162.0,357.0,30.0,9.0,16.0,3.0,4.0,0.0,11.0,5.0,43.0,3.0,28.0,16.0,142.0,10.0,876.0,191.0,183.0,21.0,53.0,9.0,26.0,4.0,8.0,11.0,17.0,1.0,0.0,0.0,38.0,2.0,12.0,12.0,80.0,3.0,15.0,3.0,6.0,0.0,4.0,4.0,163.0,13.0,11.0,6.0,802.0,49.0,342.0,132.0,41.0,12.0,22.0,9.0,2.0,0.0,7.0,10.0,13.0,1.0,1.0,2.0,7.0,1.0,7.0,16.0,5.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,3.0,2.0,6.0,3.0,39.0,18.0,64.0,7.0,12.0,8.0,5.0,1.0,3.0,3.0,13.0,1.0,2.0,1.0,12.0,0.0,11.0,17.0,116.0,11.0,9.0,4.0,7.0,3.0,5.0,13.0,345.0,17.0,15.0,8.0,221.0,8.0,98.0,100.0,118.0,110.0,16.0,230.0,13.0,9.0,18.0,467.0,23.0,4.0,2.0,11.0,9.0,11.0,16.0,261.0,4.0,3.0,2.0,15.0,3.0,0.0,4.0,16.0,7.0,4.0,1.0,12.0,5.0,7.0,7.0,123.0,7.0,34.0,0.0,14.0,0.0,5.0,0.0,10.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,13.0,18.0,12.0,0.0,7.0,0.0,0.0,1.0,11.0,15.0,12.0,1.0,10.0,5.0,26.0,8.0,100.0,84.0,248.0,34.0,1313.0,6.0,5.0,11.0,314.0,11.0,14.0,0.0,14.0,4.0,9.0,11.0,131.0,7.0,8.0,8.0,35.0,0.0,1.0,0.0,14.0,7.0,13.0,3.0,31.0,4.0,25.0,18.0,161.0,258.0,1078.0,24.0,755.0,7.0,29.0,12.0,210.0,14.0,17.0,1.0,28.0,4.0,26.0,14.0,115.0,474.0,312.0,7.0,198.0,17.0,15.0,12.0,152.0,271.0,141.0,13.0,133.0,122.0,209.0,97.0,869.0,female
50.0,2.0,111.0,79.0,2.0,0.0,38.0,57.0,33.0,0.0,2.0,2.0,38.0,0.0,278.0,422.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,41.0,1.0,7.0,8.0,149.0,0.0,1553.0,316.0,93.0,3.0,47.0,14.0,1.0,1.0,8.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,19.0,2.0,32.0,2.0,5.0,1.0,0.0,0.0,2.0,3.0,276.0,7.0,16.0,6.0,1392.0,4.0,1225.0,156.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,63.0,1.0,14.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,10.0,1.0,68.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,634.0,1.0,3.0,4.0,560.0,1.0,237.0,75.0,24.0,34.0,5.0,219.0,1.0,0.0,3.0,366.0,13.0,2.0,0.0,4.0,4.0,3.0,10.0,248.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,3.0,0.0,3.0,123.0,4.0,2.0,2.0,13.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,10.0,0.0,0.0,0.0,2.0,4.0,9.0,0.0,15.0,8.0,3.0,10.0,68.0,22.0,90.0,8.0,955.0,1.0,1.0,2.0,284.0,1.0,6.0,0.0,2.0,2.0,3.0,10.0,131.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,7.0,4.0,189.0,254.0,825.0,16.0,595.0,7.0,5.0,13.0,135.0,5.0,0.0,0.0,8.0,10.0,4.0,10.0,64.0,522.0,486.0,6.0,148.0,5.0,3.0,0.0,57.0,545.0,167.0,6.0,73.0,193.0,158.0,113.0,725.0,female
87.0,7.0,62.0,34.0,11.0,1.0,51.0,106.0,33.0,1.0,8.0,3.0,50.0,1.0,191.0,432.0,7.0,0.0,6.0,2.0,1.0,0.0,1.0,1.0,47.0,1.0,6.0,4.0,151.0,1.0,758.0,282.0,78.0,6.0,25.0,6.0,6.0,1.0,6.0,4.0,10.0,0.0,2.0,0.0,7.0,1.0,14.0,4.0,50.0,2.0,14.0,3.0,3.0,0.0,5.0,5.0,204.0,4.0,9.0,12.0,677.0,7.0,635.0,116.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,3.0,0.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,12.0,3.0,29.0,1.0,9.0,3.0,3.0,0.0,3.0,5.0,4.0,1.0,0.0,0.0,3.0,0.0,15.0,5.0,105.0,1.0,7.0,3.0,1.0,0.0,1.0,4.0,338.0,7.0,5.0,6.0,253.0,3.0,112.0,55.0,64.0,62.0,7.0,289.0,4.0,4.0,9.0,751.0,10.0,8.0,0.0,5.0,1.0,4.0,8.0,353.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,2.0,0.0,5.0,5.0,114.0,5.0,4.0,0.0,11.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,6.0,5.0,1.0,8.0,1.0,0.0,0.0,6.0,5.0,6.0,0.0,6.0,6.0,6.0,5.0,88.0,49.0,162.0,3.0,862.0,2.0,2.0,5.0,361.0,2.0,2.0,0.0,8.0,6.0,3.0,9.0,125.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,6.0,4.0,6.0,0.0,6.0,1.0,8.0,8.0,95.0,244.0,1287.0,11.0,1037.0,3.0,14.0,8.0,178.0,9.0,4.0,0.0,13.0,5.0,5.0,13.0,102.0,485.0,342.0,8.0,175.0,8.0,4.0,5.0,109.0,286.0,99.0,8.0,102.0,111.0,108.0,93.0,2551.0,female
728.0,119.0,217.0,111.0,106.0,28.0,110.0,160.0,137.0,13.0,31.0,29.0,113.0,19.0,198.0,329.0,105.0,19.0,51.0,21.0,30.0,2.0,27.0,11.0,114.0,10.0,44.0,16.0,158.0,22.0,478.0,199.0,196.0,29.0,52.0,28.0,37.0,11.0,19.0,15.0,28.0,6.0,5.0,4.0,37.0,6.0,31.0,14.0,103.0,10.0,16.0,19.0,27.0,5.0,13.0,17.0,188.0,13.0,28.0,22.0,359.0,31.0,365.0,121.0,133.0,34.0,32.0,20.0,10.0,6.0,21.0,12.0,24.0,9.0,8.0,9.0,11.0,8.0,9.0,34.0,38.0,11.0,6.0,5.0,8.0,4.0,4.0,2.0,27.0,7.0,5.0,7.0,17.0,10.0,43.0,28.0,98.0,32.0,21.0,12.0,12.0,4.0,10.0,13.0,23.0,12.0,3.0,8.0,17.0,2.0,14.0,22.0,202.0,25.0,16.0,17.0,16.0,6.0,16.0,35.0,276.0,22.0,22.0,28.0,155.0,28.0,120.0,166.0,123.0,114.0,29.0,190.0,23.0,21.0,21.0,238.0,29.0,6.0,6.0,20.0,7.0,20.0,16.0,208.0,20.0,14.0,8.0,18.0,7.0,3.0,6.0,23.0,15.0,7.0,9.0,14.0,10.0,27.0,27.0,111.0,46.0,48.0,9.0,29.0,2.0,11.0,4.0,24.0,7.0,5.0,5.0,5.0,4.0,8.0,10.0,33.0,33.0,19.0,4.0,12.0,14.0,3.0,5.0,19.0,22.0,13.0,9.0,20.0,26.0,36.0,38.0,129.0,103.0,236.0,41.0,419.0,12.0,30.0,14.0,178.0,13.0,17.0,2.0,25.0,10.0,18.0,24.0,136.0,24.0,36.0,11.0,51.0,4.0,13.0,7.0,36.0,19.0,20.0,8.0,53.0,23.0,64.0,40.0,178.0,186.0,339.0,39.0,343.0,23.0,56.0,11.0,123.0,29.0,36.0,11.0,52.0,11.0,49.0,24.0,151.0,382.0,176.0,37.0,143.0,37.0,40.0,39.0,194.0,322.0,188.0,54.0,202.0,139.0,207.0,132.0,1037.0,female
684.0,89.0,313.0,114.0,120.0,23.0,146.0,205.0,137.0,18.0,32.0,23.0,144.0,27.0,208.0,270.0,78.0,16.0,34.0,9.0,27.0,2.0,39.0,25.0,113.0,11.0,35.0,15.0,318.0,19.0,495.0,176.0,301.0,33.0,95.0,22.0,42.0,3.0,30.0,20.0,30.0,4.0,2.0,3.0,65.0,12.0,34.0,24.0,112.0,9.0,28.0,13.0,32.0,0.0,24.0,12.0,221.0,10.0,44.0,13.0,587.0,68.0,385.0,150.0,86.0,16.0,42.0,20.0,11.0,4.0,8.0,12.0,16.0,5.0,4.0,3.0,8.0,3.0,19.0,34.0,16.0,1.0,6.0,2.0,8.0,0.0,5.0,1.0,15.0,6.0,7.0,2.0,32.0,10.0,48.0,34.0,105.0,28.0,21.0,14.0,9.0,2.0,8.0,11.0,28.0,3.0,3.0,6.0,14.0,6.0,16.0,21.0,131.0,16.0,13.0,12.0,11.0,3.0,12.0,28.0,246.0,36.0,20.0,26.0,196.0,27.0,139.0,160.0,119.0,102.0,26.0,170.0,13.0,12.0,32.0,393.0,21.0,6.0,1.0,18.0,22.0,14.0,23.0,243.0,10.0,8.0,11.0,22.0,4.0,4.0,2.0,40.0,9.0,9.0,4.0,16.0,17.0,31.0,26.0,148.0,21.0,32.0,7.0,22.0,1.0,8.0,3.0,17.0,3.0,2.0,5.0,3.0,4.0,13.0,5.0,27.0,13.0,9.0,4.0,14.0,3.0,3.0,4.0,21.0,9.0,15.0,5.0,24.0,27.0,51.0,34.0,182.0,88.0,196.0,42.0,415.0,10.0,25.0,17.0,164.0,12.0,12.0,4.0,23.0,11.0,24.0,12.0,131.0,10.0,25.0,5.0,63.0,2.0,7.0,6.0,33.0,14.0,18.0,5.0,46.0,29.0,124.0,34.0,325.0,179.0,427.0,28.0,298.0,17.0,43.0,12.0,94.0,10.0,16.0,4.0,23.0,14.0,32.0,18.0,114.0,217.0,140.0,18.0,115.0,20.0,24.0,11.0,134.0,174.0,117.0,17.0,135.0,129.0,312.0,131.0,1014.0,female
478.0,102.0,190.0,124.0,45.0,4.0,80.0,133.0,85.0,14.0,30.0,26.0,90.0,11.0,254.0,439.0,123.0,24.0,44.0,19.0,10.0,0.0,9.0,9.0,108.0,22.0,91.0,38.0,212.0,15.0,1081.0,299.0,228.0,46.0,44.0,21.0,25.0,1.0,14.0,9.0,16.0,2.0,0.0,0.0,18.0,0.0,22.0,9.0,108.0,25.0,15.0,6.0,9.0,0.0,4.0,4.0,198.0,17.0,15.0,9.0,486.0,40.0,462.0,126.0,43.0,8.0,30.0,7.0,4.0,0.0,13.0,9.0,9.0,1.0,1.0,2.0,6.0,1.0,24.0,34.0,6.0,3.0,7.0,1.0,0.0,0.0,1.0,2.0,9.0,0.0,8.0,5.0,18.0,1.0,92.0,32.0,115.0,12.0,15.0,8.0,6.0,4.0,7.0,5.0,9.0,4.0,3.0,1.0,10.0,2.0,16.0,15.0,117.0,8.0,7.0,4.0,7.0,2.0,5.0,10.0,309.0,13.0,11.0,10.0,197.0,12.0,169.0,119.0,79.0,102.0,20.0,212.0,10.0,5.0,12.0,358.0,9.0,14.0,2.0,13.0,8.0,12.0,16.0,225.0,13.0,14.0,0.0,13.0,1.0,0.0,3.0,13.0,7.0,6.0,2.0,10.0,5.0,6.0,11.0,117.0,43.0,64.0,0.0,21.0,9.0,4.0,1.0,7.0,0.0,4.0,0.0,3.0,1.0,5.0,2.0,17.0,33.0,38.0,0.0,12.0,3.0,3.0,2.0,13.0,11.0,17.0,2.0,12.0,15.0,35.0,20.0,98.0,72.0,209.0,37.0,721.0,8.0,10.0,9.0,259.0,7.0,8.0,0.0,14.0,5.0,13.0,20.0,131.0,5.0,17.0,3.0,36.0,1.0,2.0,1.0,15.0,3.0,17.0,3.0,28.0,18.0,22.0,44.0,241.0,272.0,820.0,22.0,364.0,29.0,90.0,17.0,164.0,5.0,6.0,3.0,17.0,21.0,45.0,29.0,144.0,393.0,289.0,6.0,92.0,48.0,32.0,12.0,98.0,187.0,132.0,16.0,84.0,174.0,298.0,151.0,735.0,female
806.0,126.0,213.0,117.0,141.0,46.0,91.0,159.0,138.0,34.0,36.0,32.0,89.0,21.0,173.0,270.0,130.0,26.0,43.0,18.0,47.0,5.0,26.0,19.0,120.0,14.0,43.0,18.0,215.0,22.0,392.0,164.0,194.0,28.0,49.0,19.0,25.0,7.0,31.0,24.0,35.0,11.0,12.0,5.0,55.0,14.0,28.0,18.0,101.0,5.0,23.0,13.0,38.0,9.0,15.0,16.0,177.0,28.0,34.0,16.0,364.0,50.0,237.0,120.0,154.0,55.0,33.0,19.0,19.0,6.0,9.0,16.0,36.0,6.0,9.0,13.0,7.0,4.0,23.0,31.0,37.0,9.0,11.0,8.0,9.0,5.0,7.0,11.0,27.0,10.0,20.0,7.0,34.0,12.0,48.0,44.0,78.0,27.0,26.0,24.0,14.0,6.0,13.0,17.0,31.0,13.0,10.0,8.0,19.0,7.0,22.0,30.0,155.0,31.0,10.0,19.0,30.0,10.0,20.0,35.0,260.0,35.0,35.0,32.0,123.0,39.0,133.0,192.0,144.0,92.0,39.0,188.0,27.0,21.0,34.0,302.0,37.0,16.0,5.0,21.0,13.0,22.0,27.0,217.0,32.0,6.0,8.0,15.0,4.0,7.0,4.0,34.0,16.0,6.0,8.0,19.0,17.0,16.0,27.0,98.0,37.0,50.0,12.0,30.0,3.0,9.0,3.0,24.0,15.0,7.0,7.0,8.0,4.0,17.0,10.0,49.0,18.0,27.0,11.0,21.0,12.0,7.0,7.0,34.0,24.0,17.0,10.0,26.0,30.0,41.0,55.0,150.0,118.0,162.0,44.0,357.0,14.0,23.0,15.0,156.0,21.0,16.0,9.0,25.0,14.0,20.0,15.0,96.0,30.0,25.0,10.0,49.0,9.0,8.0,10.0,38.0,19.0,17.0,13.0,43.0,14.0,48.0,41.0,234.0,185.0,393.0,34.0,211.0,19.0,44.0,16.0,104.0,27.0,31.0,11.0,61.0,15.0,52.0,32.0,153.0,260.0,170.0,25.0,125.0,41.0,48.0,39.0,204.0,191.0,114.0,51.0,177.0,120.0,233.0,201.0,1149.0,female
468.0,29.0,201.0,124.0,32.0,0.0,104.0,123.0,192.0,11.0,15.0,17.0,92.0,5.0,268.0,389.0,16.0,6.0,16.0,17.0,2.0,0.0,3.0,7.0,114.0,24.0,19.0,50.0,127.0,9.0,485.0,257.0,221.0,19.0,51.0,10.0,15.0,0.0,8.0,8.0,20.0,1.0,0.0,2.0,20.0,2.0,9.0,5.0,120.0,18.0,12.0,10.0,6.0,0.0,6.0,4.0,349.0,60.0,12.0,41.0,345.0,17.0,229.0,141.0,38.0,1.0,21.0,5.0,6.0,1.0,27.0,4.0,19.0,3.0,0.0,3.0,17.0,0.0,69.0,18.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,7.0,0.0,19.0,15.0,154.0,4.0,17.0,10.0,21.0,0.0,6.0,8.0,33.0,2.0,1.0,2.0,59.0,2.0,32.0,16.0,150.0,11.0,6.0,5.0,6.0,1.0,5.0,20.0,454.0,29.0,4.0,8.0,366.0,25.0,131.0,213.0,197.0,130.0,22.0,493.0,11.0,2.0,20.0,487.0,33.0,7.0,0.0,9.0,6.0,11.0,11.0,205.0,13.0,16.0,0.0,72.0,0.0,0.0,1.0,21.0,7.0,11.0,1.0,33.0,8.0,4.0,3.0,160.0,16.0,21.0,1.0,16.0,2.0,5.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,12.0,60.0,0.0,43.0,0.0,0.0,1.0,11.0,16.0,38.0,0.0,30.0,6.0,17.0,9.0,75.0,132.0,205.0,35.0,758.0,24.0,9.0,68.0,485.0,4.0,11.0,1.0,13.0,7.0,9.0,31.0,172.0,5.0,13.0,0.0,23.0,0.0,0.0,1.0,24.0,7.0,4.0,3.0,26.0,5.0,24.0,13.0,199.0,355.0,397.0,7.0,328.0,63.0,28.0,38.0,199.0,7.0,11.0,0.0,6.0,39.0,15.0,23.0,77.0,365.0,338.0,18.0,176.0,19.0,15.0,11.0,246.0,263.0,178.0,5.0,74.0,150.0,218.0,66.0,884.0,female
496.0,72.0,92.0,86.0,60.0,15.0,74.0,152.0,239.0,39.0,20.0,42.0,146.0,13.0,305.0,726.0,95.0,11.0,17.0,6.0,18.0,3.0,20.0,14.0,140.0,12.0,29.0,17.0,327.0,16.0,863.0,298.0,79.0,19.0,22.0,10.0,6.0,0.0,8.0,10.0,13.0,3.0,3.0,2.0,11.0,2.0,11.0,14.0,110.0,9.0,16.0,16.0,14.0,1.0,14.0,19.0,242.0,10.0,18.0,9.0,466.0,21.0,465.0,163.0,70.0,11.0,10.0,10.0,6.0,5.0,7.0,11.0,27.0,7.0,3.0,3.0,13.0,1.0,13.0,38.0,23.0,3.0,2.0,3.0,3.0,0.0,5.0,5.0,24.0,1.0,2.0,2.0,10.0,2.0,35.0,28.0,87.0,20.0,12.0,13.0,9.0,5.0,10.0,19.0,27.0,6.0,1.0,9.0,18.0,1.0,13.0,29.0,216.0,19.0,13.0,15.0,19.0,3.0,11.0,40.0,410.0,35.0,21.0,33.0,180.0,15.0,184.0,261.0,175.0,110.0,19.0,156.0,24.0,8.0,20.0,442.0,39.0,14.0,6.0,21.0,19.0,14.0,28.0,262.0,23.0,12.0,2.0,7.0,6.0,1.0,9.0,42.0,22.0,9.0,2.0,15.0,18.0,9.0,30.0,88.0,29.0,19.0,1.0,13.0,3.0,2.0,2.0,11.0,4.0,0.0,0.0,3.0,4.0,2.0,3.0,15.0,36.0,17.0,1.0,10.0,7.0,3.0,9.0,37.0,33.0,11.0,1.0,6.0,26.0,15.0,35.0,96.0,116.0,193.0,23.0,411.0,2.0,15.0,5.0,138.0,13.0,10.0,4.0,15.0,14.0,12.0,9.0,77.0,16.0,19.0,2.0,13.0,3.0,0.0,4.0,12.0,14.0,6.0,4.0,12.0,7.0,19.0,21.0,107.0,270.0,608.0,13.0,250.0,17.0,33.0,9.0,99.0,21.0,30.0,3.0,21.0,16.0,17.0,19.0,119.0,515.0,243.0,18.0,143.0,41.0,37.0,38.0,207.0,260.0,129.0,24.0,109.0,157.0,134.0,168.0,788.0,female
654.0,133.0,140.0,129.0,179.0,62.0,141.0,330.0,197.0,37.0,46.0,44.0,160.0,35.0,272.0,756.0,120.0,17.0,35.0,5.0,47.0,7.0,36.0,38.0,132.0,17.0,38.0,21.0,159.0,20.0,368.0,316.0,103.0,19.0,35.0,13.0,20.0,6.0,12.0,19.0,27.0,4.0,12.0,6.0,27.0,12.0,32.0,55.0,82.0,8.0,11.0,8.0,23.0,3.0,22.0,33.0,167.0,7.0,21.0,17.0,255.0,40.0,208.0,198.0,69.0,23.0,16.0,20.0,10.0,12.0,11.0,21.0,24.0,10.0,6.0,4.0,12.0,4.0,26.0,49.0,36.0,5.0,9.0,5.0,8.0,5.0,3.0,10.0,20.0,3.0,7.0,2.0,15.0,9.0,38.0,46.0,92.0,22.0,11.0,14.0,10.0,4.0,7.0,26.0,21.0,3.0,4.0,7.0,13.0,5.0,20.0,38.0,161.0,26.0,8.0,14.0,24.0,5.0,20.0,31.0,337.0,23.0,32.0,20.0,149.0,28.0,136.0,206.0,156.0,82.0,22.0,134.0,39.0,23.0,39.0,476.0,41.0,18.0,15.0,30.0,20.0,23.0,49.0,449.0,31.0,10.0,3.0,11.0,6.0,5.0,6.0,45.0,15.0,6.0,10.0,17.0,27.0,18.0,40.0,208.0,33.0,36.0,9.0,18.0,7.0,4.0,7.0,25.0,7.0,7.0,5.0,9.0,6.0,5.0,15.0,77.0,38.0,21.0,6.0,10.0,9.0,5.0,6.0,38.0,31.0,8.0,5.0,11.0,27.0,26.0,56.0,222.0,100.0,129.0,25.0,187.0,6.0,20.0,17.0,127.0,12.0,19.0,8.0,19.0,7.0,9.0,14.0,131.0,25.0,14.0,9.0,22.0,2.0,9.0,10.0,33.0,9.0,10.0,5.0,18.0,11.0,29.0,29.0,187.0,187.0,402.0,16.0,172.0,17.0,36.0,12.0,103.0,20.0,14.0,5.0,28.0,8.0,21.0,19.0,183.0,398.0,204.0,35.0,104.0,32.0,16.0,22.0,168.0,211.0,115.0,42.0,106.0,104.0,150.0,150.0,918.0,female
